fqcn	textChars
star.base.neo.ui.ClientServerObjectManagerNode	8422
star.base.neo.ui.ClientServerObjectNode	12221
star.base.neo.ui.CustomActionsProvider	674
star.base.neo.ui.DataFlavorRegistry	1678
star.base.neo.ui.Duplicator	1219
star.base.neo.ui.GroupableObjectManagerNode	13900
star.base.neo.ui.GroupingNode	3690
star.base.neo.ui.LicenseLogDialog	8416
star.base.neo.ui.NamedClientServerObjectManagerNode	6675
star.base.neo.ui.NamedObjectNode	7925
star.base.neo.ui.OverlayDisplayer	1919
star.base.neo.ui.PendingCreateNode	5140
star.base.neo.ui.PlaceholderTextOverlay	1534
star.base.neo.ui.ProxyClientServerObjectNode	12468
star.base.neo.ui.TagNodeTarget	1178
star.base.neo.ui.TagNodeTarget.TagPasteType	1791
star.base.neo.UserException	1478
star.base.neo.UserInterruptException	1580
star.base.neo.VectorArgument	2076
star.base.neo.VersionInfo	2587
star.base.neo.VisualIdProvider	756
star.base.profile.DerivativeInterpolatedColumnInputEditor	3373
star.base.profile.FieldFunctionInterpolatingTableColumn	5226
star.base.profile.FieldFunctionTableInterpolationParameters	5602
star.base.profile.InterpolatedTableColumn	5468
star.base.profile.InterpolatingTableColumn	4945
star.base.profile.InterpolatingTableColumnManager	6013
star.base.profile.TableColumn	4894
star.base.profile.TableInterpolationParameters	6915
star.base.profile.ui.FieldFunctionInterpolatingTableColumnNode	7517
star.base.profile.ui.FieldFunctionTableInterpolationParametersNode	6576
star.base.profile.ui.InterpolatedTableColumnNode	7658
star.base.profile.ui.InterpolatingTableColumnManagerNode	7150
star.base.profile.ui.InterpolatingTableColumnNode	7199
star.base.profile.ui.TableColumnNode	6158
star.base.profile.ui.TableInterpolationParametersNode	5975
star.base.query.AbstractQuery	5279
star.base.query.BooleanOperator	3511
star.base.query.BooleanPropertyPredicate	3934
star.base.query.CollectionOperator	4718
star.base.query.CommentOperator	5159
star.base.query.CommentPredicate	5032
star.base.query.CompoundCreator	2607
star.base.query.CompoundDelegate	8281
star.base.query.CompoundOperator	3532
star.base.query.CompoundOperatorBase	1134
star.base.query.CompoundPredicate	10541
star.base.query.CompoundPredicate.OperatorCriteriaDescriptor	2001
star.base.query.CompoundPredicate.RootCriteriaDescriptor	2423
star.base.query.CriteriaDescriptor	2413
star.base.query.CriteriaDescriptor.Utils	1135
star.base.query.CriteriaEditorRegistry	1485
star.base.query.CsoContentOperator	3384
star.base.query.CsoContentPredicate	7037
star.base.query.CsoPropertyPredicate	5535
star.base.query.CsoPropertyPredicate.PredicateConverter	4705
star.base.query.CsoSet	2630
star.base.query.DomainProvider	1392
star.base.query.DoublePropertyPredicate	3856
star.base.query.DoublePropertyPredicateCreator	3769
star.base.query.DoubleWithUnitsCriteriaDescriptor	3474
star.base.query.DynamicQuery	5329
star.base.query.DynamicQueryPreview	5388
star.base.query.DynamicQueryResult	2879
star.base.query.DynamicQuerySupport	6441
star.base.query.EnumCriteriaDescriptor	1632
star.base.query.EnumeratedOptionPropertyPredicate	5328
star.base.query.EnumeratedOptionValue	3411
star.base.query.EnumerationOperator	3740
star.base.query.EnumerationPropertyPredicate	3427
star.base.query.FromQuerySelectorDescriptor.Builder	4568
star.base.query.FromQuerySelectorDescriptor	2393
star.base.query.HintProvider	873
star.base.query.IdentityOperator	3561
star.base.query.IdentityPredicate	8584
star.base.query.IncludesOperator	3518
star.base.query.IncludesPredicate	4739
star.base.query.InheritedPartOperator	4335
star.base.query.InheritedPartPredicate	7998
star.base.query.IntegerCriteriaDescriptor	1810
star.base.query.IntegerPropertyPredicate	3848
star.base.query.IntegerPropertyPredicateCreator	3777
star.base.query.ListCriteriaDescriptor	4343
star.base.query.ListValueWrapper	792
star.base.query.LocalizableCriteriaDescriptor	2445
star.base.query.LongPropertyPredicate	3808
star.base.query.LongPropertyPredicateCreator	3747
star.base.query.ManagerWithQuery	7156
star.base.query.MetaDataOperator	4657
star.base.query.MetaDataPredicate	5265
star.base.query.ModelDescriptorCriteriaDescriptor	3023
star.base.query.MultiCsoPropertyPredicate	4892
star.base.query.NameOperator	5526
star.base.query.NamePredicate	4971
star.base.query.NumberOperator	4562
star.base.query.NumberPropertyPredicate	4816
star.base.query.Pre1106Predicate	3240
star.base.query.Predicate.Compound	2835
star.base.query.Predicate.Compound.OperatorCriteriaDescriptorBase	3116
star.base.query.Predicate.Compound.RootCriteriaDescriptorBase	2414
star.base.query.Predicate	6635
star.base.query.PredicateCellEditor	3715
star.base.query.PredicateClipboard	2781
star.base.query.PredicateCreator	2380
star.base.query.PredicateEditor	12331
star.base.query.PredicateEditorTree.ContextMenu	9709
star.base.query.PredicateEditorTree.EditorAction	2675
star.base.query.PredicateEditorTree	18523
star.base.query.PredicateOperatorArity	541
star.base.query.PredicateTreeListener	887
star.base.query.PredicateTreeModel	11849
star.base.query.PredicateTreeNode	5808
star.base.query.PredicateTreeNodeConverter	2475
star.base.query.PreviewType	2771
star.base.query.PropertyPredicateBase.CriteriaDescriptorFactory	907
star.base.query.PropertyPredicateBase	8555
star.base.query.PropertyPredicateWithValue.AbstractConverter	5828
star.base.query.PropertyPredicateWithValue.Converter	3837
star.base.query.PropertyPredicateWithValue	7414
star.base.query.Query	7422
star.base.query.Query.Modifier	2440
star.base.query.QueryEditor	15266
star.base.query.QueryEditor.PreviewLocation	2630
star.base.query.QueryEditorContext.Builder	2133
star.base.query.QueryEditorContext	3739
star.base.query.QueryEditorContextBase	2205
star.base.query.QueryException	4062
star.base.query.QueryFilter	5927
star.base.query.QueryFilterManager	7768
star.base.query.QueryFilterOperator	3658
star.base.query.QueryFilterPredicate	7455
star.base.query.QueryPredicate	3051
star.base.query.QueryPreview	9606
star.base.query.QueryPreviewEditorSupport	2380
star.base.query.QueryPropertyEditor	4600
star.base.query.QueryResult	1190
star.base.query.ReadOnlyCriteriaEditor	2603
star.base.query.ReadOnlyCriteriaEditorFactory	1262
star.base.query.ReferenceOperator	4055
star.base.query.RelationshipOperator	5806
star.base.query.RelationshipPredicate	6589
star.base.query.ScalarPhysicalQuantityPropertyPredicate	4530
star.base.query.SearchEditor	10091
star.base.query.SelectFilterResultsAction	4137
star.base.query.SelectFromFilterAction	4375
star.base.query.SerializationUtils	2627
star.base.query.SingleCsoPropertyPredicate	4919
star.base.query.StringCriteriaDescriptor	2424
star.base.query.StringOperator	5758
star.base.query.StringPropertyPredicate	3704
star.base.query.TagOperator	4271
star.base.query.TagPredicate	7010
star.base.query.TransferDataImporter	2189
star.base.query.TypeOperator	3670
star.base.query.TypePredicate	5103
star.base.query.ui.QueryFilterManagerNode	8056
star.base.query.ui.QueryFilterNode	9865
star.base.query.ui.QuerySelectDialog	2914
star.base.query.ui.QuerySelectPanel	8590
star.base.query.UnsupportedDataException	1288
star.base.report.AbstractMonitorReport	9395
star.base.report.AbstractMonitorReport.Printer	1902
star.base.report.AllSamplesFilter	4029
star.base.report.AnalysisMonitor	10240
star.base.report.AnalysisMonitorGroup	5664
star.base.report.AnalysisReport	10065
star.base.report.AnalysisReportPartGroupSubset	4111
star.base.report.AnalysisReportSummary	5786
star.base.report.AreaAverageReport	7565
star.base.report.AudioExport	5713
star.base.report.AudioExportNormalisation	5444
star.base.report.AutomationScalarExpressionPredicate	6573
star.base.report.AutomationUpdateEventPredicate	4886
star.base.report.CollocatedFieldFunctionSubset	4951
star.base.report.CorrelationFilterDataSetFunction	7071
star.base.report.CorrelationStatistic	4393
star.base.report.CotemporalLookupReport	9868
star.base.report.CotemporalMonitorSubset	4834
star.base.report.CotemporalStatistic	6222
star.base.report.CovarianceStatistic	4370
star.base.report.CrossCorrelationFilterDataSetFunction	7186
star.base.report.CrossFilterDataSetFunction	7124
star.base.report.CrossFtDataSetFunction	11572
star.base.report.CrossImportedModelDerivedData	9443
star.base.report.CrossMonitorDerivedData	6432
star.base.report.CrossSignalDataSetFunction	4740
star.base.report.CrossStringInput	1635
star.base.report.CrossStringInputEditor	3327
star.base.report.CrossTableDerivedData	8072
star.base.report.CrossTagProvider	685
star.base.report.CustomBands	5487
star.base.report.CustomBandsInput	2256
star.base.report.CustomBandsInputEditor	3873
star.base.report.CustomBandsInputEditor.InvalidInputException	1359
star.base.report.CyclicTimeReport	7091
star.base.report.CyclicTimeReport.Mode	3888
star.base.report.DataSetFunction	6519
star.base.report.DataSetFunctionEditor	3164
star.base.report.DataSetFunctionManager	10415
star.base.report.DerivedData	11830
star.base.report.DerivedDataGroup	7223
star.base.report.DerivedDataGroupProvider	601
star.base.report.DerivedDataManager	12981
star.base.report.DerivedDataSet	10202
star.base.report.DerivedDataStorage	4370
star.base.report.DerivedDataUpdater	3229
star.base.report.DerivedDataView	4613
star.base.report.DerivedDataView2D	10019
star.base.report.DerivedDataView3D	6733
star.base.report.DerivedDataViewFDSpectra	8673
star.base.report.DerivedDataViewSurfaceFDSpectra	7717
star.base.report.DerivedDerivedData	5864
star.base.report.DerivedDerivedDataGroup	5518
star.base.report.DerivedMonitorData	1682
star.base.report.DeviationReport	6552
star.base.report.DirectionalConstraintOnDataSetFunction	4424
star.base.report.DivergenceVolumeReport.DivergenceVolumeReportPrinter	1849
star.base.report.DivergenceVolumeReport	8776
star.base.report.ElementCountReport	8855
star.base.report.ExportDataLocation	3682
star.base.report.ExpressionReport	12004
star.base.report.FDSpectraImportedModelDerivedData	8613
star.base.report.FDSpectraImportedModelDerivedData2	10570
star.base.report.FieldCoVarianceMonitor	8588
star.base.report.FieldDFTMonitor	14406
star.base.report.FieldDFTMonitorSpectrumFormatOption	4935
star.base.report.FieldDFTMonitorSpectrumFormatOption.Type	3665
star.base.report.FieldDFTMonitorSpectrumScalingOption	4948
star.base.report.FieldDFTMonitorSpectrumScalingOption.Type	3655
star.base.report.FieldDFTMonitorWindowTypeOption	4883
star.base.report.FieldDFTMonitorWindowTypeOption.Type	3585
star.base.report.FieldHistory	6524
star.base.report.FieldHistoryBase	6408
star.base.report.FieldMaxMonitor	6156
star.base.report.FieldMeanMonitor	6163
star.base.report.FieldMinMonitor	6156
star.base.report.FieldMonitor	8490
star.base.report.FieldRMSMonitor	6190
star.base.report.FieldSnapshotMonitor	7370
star.base.report.FieldSumMonitor	6162
star.base.report.FieldVarianceMonitor	6701
star.base.report.Filter	5520
star.base.report.FilterDataSetFunction	7030
star.base.report.FilteredTimeHistoryImportedModelDerivedData	8974
star.base.report.FilterOptionAdapter	806
star.base.report.FirFilter	6141
star.base.report.FtDataSetFunction	12122
star.base.report.graph.ColumnIndexProvider	1527
star.base.report.graph.FilteredMonitorDerivedDataReference	4177
star.base.report.graph.FilteredPlotableMonitorReference	4144
star.base.report.graph.FilteredPointDerivedDerivedDataReference	4232
star.base.report.graph.MonitorAxisType	8091
star.base.report.graph.MonitorAxisTypeManager	5969
star.base.report.graph.MonitorBinningOptions	5968
star.base.report.graph.MonitorChannel	2193
star.base.report.graph.MonitorChannelReferenceSortingLevel	5304
star.base.report.graph.MonitorCyclicSettings	5966
star.base.report.graph.MonitorDataSetBubbleStyle	5588
star.base.report.graph.MonitorDataSetColorChannel	7072
star.base.report.graph.MonitorDataSetContourChannel	6531
star.base.report.graph.MonitorDataSetHeatmapStyle	5346
star.base.report.graph.MonitorDataSetSizeChannel	6780
star.base.report.graph.MonitorDataSetSorter	4110
star.base.report.graph.MonitorDataSetSortingLevel	5876
star.base.report.graph.MonitorDataSetSortingLevelBase	4360
star.base.report.graph.MonitorDataSetWeightingChannel	5359
star.base.report.graph.MonitorDerivedAxisType	9057
star.base.report.graph.MonitorDerivedAxisTypeManager	6074
star.base.report.graph.MonitorDerivedBinningOptions	6690
star.base.report.graph.MonitorDerivedChannel	3372
star.base.report.graph.MonitorDerivedChannelReferenceSortingLevel	5381
star.base.report.graph.MonitorDerivedCyclicSettings	6806
star.base.report.graph.MonitorDerivedDataColumnType	3459
star.base.report.graph.MonitorDerivedDataSetBubbleStyle	5679
star.base.report.graph.MonitorDerivedDataSetColorChannel	7912
star.base.report.graph.MonitorDerivedDataSetContourChannel	7251
star.base.report.graph.MonitorDerivedDataSetHeatmapStyle	5423
star.base.report.graph.MonitorDerivedDataSetSizeChannel	7620
star.base.report.graph.MonitorDerivedDataSetSorter	4187
star.base.report.graph.MonitorDerivedDataSetSortingLevel	6603
star.base.report.graph.MonitorDerivedDataSetSortingLevelBase	4423
star.base.report.graph.MonitorDerivedDataSetWeightingChannel	6219
star.base.report.graph.MonitorDerivedSubsetDrawDataManager	8952
star.base.report.graph.MonitorSplittingOption	3673
star.base.report.graph.MonitorSubsetDrawDataManager	8859
star.base.report.graph.MultiAxisMonitorDataSet	10269
star.base.report.graph.MultiAxisMonitorDependentDataSet	10391
star.base.report.graph.MultiAxisMonitorDerivedDataSet	10484
star.base.report.graph.MultiAxisPointDerivedDerivedDataSet	10614
star.base.report.graph.PointDerivedDerivedAxisType	9040
star.base.report.graph.PointDerivedDerivedAxisTypeManager	6149
star.base.report.graph.PointDerivedDerivedBinningOptions	6837
star.base.report.graph.PointDerivedDerivedChannel	3531
star.base.report.graph.PointDerivedDerivedChannelReferenceSortingLevel	5436
star.base.report.graph.PointDerivedDerivedCyclicSettings	6938
star.base.report.graph.PointDerivedDerivedDataSetBubbleStyle	5744
star.base.report.graph.PointDerivedDerivedDataSetColorChannel	8044
star.base.report.graph.PointDerivedDerivedDataSetContourChannel	7383
star.base.report.graph.PointDerivedDerivedDataSetHeatmapStyle	5478
star.base.report.graph.PointDerivedDerivedDataSetSizeChannel	7752
star.base.report.graph.PointDerivedDerivedDataSetSorter	4242
star.base.report.graph.PointDerivedDerivedDataSetSortingLevel	6751
star.base.report.graph.PointDerivedDerivedDataSetSortingLevelBase	4468
star.base.report.graph.PointDerivedDerivedDataSetWeightingChannel	6342
star.base.report.graph.PointDerivedDerivedSubsetDrawDataManager	9003
star.base.report.graph.ui.MonitorAxisTypeNode	6729
star.base.report.graph.ui.MonitorBinningOptionsNode	5638
star.base.report.graph.ui.MonitorCyclicSettingsNode	6103
star.base.report.graph.ui.MonitorDataSetSortingLevelNode	5943
star.base.report.graph.ui.MonitorDerivedBinningOptionsNode	5722
star.base.report.graph.ui.MonitorDerivedCyclicSettingsNode	6201
star.base.report.graph.ui.MonitorDerivedSubsetDrawDataManagerNode	6729
star.base.report.graph.ui.MonitorSubsetDrawDataManagerNode	6645
star.base.report.graph.ui.MultiAxisMonitorDataSetNode	7063
star.base.report.graph.ui.MultiAxisMonitorDerivedDataSetNode	6660
star.base.report.graph.ui.MultiAxisPointDerivedDerivedDataSetNode	6720
star.base.report.graph.ui.PointDerivedDerivedBinningOptionsNode	5782
star.base.report.graph.ui.PointDerivedDerivedSubsetDrawDataManagerNode	6789
star.base.report.HighlightableReport	855
star.base.report.IdealFilter	4616
star.base.report.IftDataSetFunction	7782
star.base.report.ImportedDerivedData	5626
star.base.report.ImportedDerivedDataGroup	5530
star.base.report.ImportedModelDerivedData	8761
star.base.report.ImportedModelDerivedDataFieldFunctionEditor	3828
star.base.report.InputDataEditor	3090
star.base.report.IntegrationMethod	3791
star.base.report.IntegrationMethodManager	5281
star.base.report.IntegrationMethodOption	3288
star.base.report.IntegrationStartIntegrand	4830
star.base.report.IntegrationStartSpecificationOption	3646
star.base.report.IntegrationStartVariable	4820
star.base.report.InterpolationMethod	4968
star.base.report.IterationMonitor	8608
star.base.report.LastNSamplesFilter	4433
star.base.report.LineIntegralReport	7923
star.base.report.LineTimeFilterDataSetFunction	5163
star.base.report.LineTimeFtDataSetFunction	5409
star.base.report.LineTimeHistoryDataSetFunction	5396
star.base.report.MappedTimeHistoryImportedModelDerivedData	9762
star.base.report.MaxReport	7422
star.base.report.MaxStatistic	4129
star.base.report.MeanStatistic	4284
star.base.report.MeshTimeHistoryImportedModelDerivedData	8992
star.base.report.MinMaxReportAnnotation	6893
star.base.report.MinMaxReportAnnotationProp	5771
star.base.report.MinMaxReportBase	10043
star.base.report.MinReport	7422
star.base.report.MinStatistic	4129
star.base.report.Monitor	9288
star.base.report.MonitorCollection	5712
star.base.report.MonitorData	2034
star.base.report.MonitorDataSet	14977
star.base.report.MonitorDerivativeReport	10297
star.base.report.MonitorDerivedData	8514
star.base.report.MonitorDerivedDataGroup	5519
star.base.report.MonitorGroup	6869
star.base.report.MonitorGroupProvider	561
star.base.report.MonitorIntegralReport	10783
star.base.report.MonitorManager	25373
star.base.report.MonitorNormalizationAutoType	4986
star.base.report.MonitorNormalizationManualType	4589
star.base.report.MonitorNormalizationOffType	4301
star.base.report.MonitorNormalizationType	4106
star.base.report.MonitorPrintDirectionOption	5111
star.base.report.MonitorPrintDirectionOption.Type	3575
star.base.report.MonitorsProvider	1606
star.base.report.Multi3DDataSetFunction	6416
star.base.report.MultiDerivedDataDiscretizedSurface	4867
star.base.report.MultiDerivedDerivedData	9464
star.base.report.MultiDerivedDerivedDataDiscretizedSurface	4494
star.base.report.MultiFtDataSetFunction	8935
star.base.report.MultiImportedModelDerivedData	9068
star.base.report.MultiSignalDataSetFunction	5576
star.base.report.MultiTimeFilterDataSetFunction	6360
star.base.report.MultiValuedMonitor	5792
star.base.report.NaNOptionEnum	3519
star.base.report.NormalDirectionConstraintOnDataSetFunction	4900
star.base.report.OptionalValue	4662
star.base.report.OversetInterfaceReport	7183
star.base.report.OversetInterfaceReport.OversetInterfaceReportPrinter	1862
star.base.report.OversetSurfaceIntegralReport	8050
star.base.report.OversetVolumeIntegralReport	7530
